3	105.94
10	111.15
15	117.3
20	133.23
20.5	136.4
21	140.03
21.5	143.79
21.8	145.81
22	146.91
22.235	147.83
22.5	148.29
23	147.81
23.5	146.34
24	144.63
24.5	143.1
25	141.88
30	141.84
35	148.87
37.5	153.45
40	158.87
42.5	165.52
45	174.22
47.5	186.61
50	-1
51	-1
52	-1
52.5	-1
53	-1
53.5	-1
54	-1
54.5	-1
55	-1
55.5	-1
56	-1
56.5	-1
57	-1
57.5	-1
58	-1
59	-1
60	-1
61	-1
62	-1
63	-1
64	-1
65	232.95
66	248.11
67	250.34
68	241.67
70	225.42
80	204.02
90	206.37
100	212.67
110	220.97
130	233
150	243.18
